18.00,18.00,17.00,15.00,15.00,14.00,14.00,14.00,13.00,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.80,0.38,0.37,0.37,0.39,0.38,0.35,0.33,0.34,0.41,0.11,0.14,0.15,0.14,0.13,0.17,0.15,0.11,0.12,2.50,2.10,1.20,1.00,0.90,0.70,1.00,0.70,0.60,15.00,10.00,11.00,13.00,13.00,9.70,9.40,8.70,8.70,17.00,12.00,12.00,14.00,14.00,10.00,10.00,9.40,9.30,49.00,53.00,50.00,43.00,39.00,38.00,36.00,33.00,35.00,89.00,82.00,75.00,62.00,66.00,65.00,66.00,53.00,39.00,51.00,47.00,44.00,46.00,46.00,39.00,18.00,19.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,63.00,66.00,72.00,73.00,73.00,74.00,73.00,75.00,4.90,3.50,2.80,2.70,2.50,2.20,2.20,2.40,2.80,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,1.90,305.00,319.00,75.00,73.00,61.00,50.00,58.00,43.00,56.00,305.00,78.00,287.00,68.00,57.00,347.00,59.00,48.00,63.00,3.40,2.50,2.30,1.80,4.00,1.90,3.90,1.10,1.90,2.90,0.90,0.80,1.20,1.60,1.20,1.80,1.20,1.20
15.00,14.00,14.00,14.00,14.00,14.00,14.00,14.00,16.00,1.80,1.80,1.70,1.80,1.70,1.70,1.70,1.70,1.80,0.27,0.26,0.25,0.26,0.24,0.23,0.26,0.45,0.76,0.05,0.05,0.04,0.05,0.05,0.05,0.05,0.13,0.22,0.90,0.90,1.00,1.60,1.30,1.20,1.40,2.20,4.20,4.80,4.40,3.90,2.40,2.80,2.70,3.30,9.10,16.00,5.70,5.30,4.90,4.00,4.10,3.90,4.70,11.00,20.00,45.00,45.00,45.00,43.00,41.00,41.00,41.00,31.00,28.00,32.00,22.00,27.00,27.00,20.00,16.00,8.00,8.00,18.00,30.00,32.00,36.00,29.00,16.00,10.00,23.00,27.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,61.00,62.00,63.00,63.00,60.00,57.00,58.00,56.00,1.80,0.90,0.90,0.90,0.80,0.90,1.00,1.10,1.60,1.80,1.80,1.80,1.80,1.80,1.80,1.80,1.90,2.00,111.00,112.00,104.00,116.00,108.00,101.00,97.00,87.00,90.00,113.00,109.00,104.00,119.00,105.00,80.00,82.00,89.00,47.00,2.30,2.20,2.60,2.00,2.50,1.40,1.20,0.70,0.60,2.50,2.20,2.20,2.00,1.80,1.70,1.30,0.80,0.40
14.00,14.00,14.00,14.00,14.00,14.00,14.00,16.00,20.00,1.80,1.70,1.80,1.70,1.70,1.70,1.70,1.80,1.80,0.26,0.25,0.26,0.24,0.23,0.26,0.45,0.76,0.56,0.05,0.04,0.05,0.05,0.05,0.05,0.13,0.22,0.16,0.90,1.00,1.60,1.30,1.20,1.40,2.20,4.20,4.30,4.40,3.90,2.40,2.80,2.70,3.30,9.10,16.00,14.00,5.30,4.90,4.00,4.10,3.90,4.70,11.00,20.00,18.00,45.00,45.00,43.00,41.00,41.00,41.00,31.00,28.00,42.00,22.00,27.00,27.00,20.00,16.00,8.00,8.00,18.00,29.00,32.00,36.00,29.00,16.00,10.00,23.00,27.00,33.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,62.00,63.00,63.00,60.00,57.00,58.00,56.00,44.00,0.90,0.90,0.90,0.80,0.90,1.00,1.10,1.60,1.90,1.80,1.80,1.80,1.80,1.80,1.80,1.90,2.00,1.90,112.00,104.00,116.00,108.00,101.00,97.00,87.00,90.00,292.00,109.00,104.00,119.00,105.00,80.00,82.00,89.00,47.00,293.00,2.20,2.60,2.00,2.50,1.40,1.20,0.70,0.60,1.10,2.20,2.20,2.00,1.80,1.70,1.30,0.80,0.40,0.50
14.00,14.00,14.00,14.00,14.00,14.00,16.00,20.00,22.00,1.70,1.80,1.70,1.70,1.70,1.70,1.80,1.80,1.70,0.25,0.26,0.24,0.23,0.26,0.45,0.76,0.56,0.33,0.04,0.05,0.05,0.05,0.05,0.13,0.22,0.16,0.06,1.00,1.60,1.30,1.20,1.40,2.20,4.20,4.30,2.80,3.90,2.40,2.80,2.70,3.30,9.10,16.00,14.00,7.00,4.90,4.00,4.10,3.90,4.70,11.00,20.00,18.00,9.80,45.00,43.00,41.00,41.00,41.00,31.00,28.00,42.00,56.00,27.00,27.00,20.00,16.00,8.00,8.00,18.00,29.00,43.00,36.00,29.00,16.00,10.00,23.00,27.00,33.00,21.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00,63.00,63.00,60.00,57.00,58.00,56.00,44.00,38.00,0.90,0.90,0.80,0.90,1.00,1.10,1.60,1.90,4.10,1.80,1.80,1.80,1.80,1.80,1.90,2.00,1.90,1.80,104.00,116.00,108.00,101.00,97.00,87.00,90.00,292.00,305.00,104.00,119.00,105.00,80.00,82.00,89.00,47.00,293.00,311.00,2.60,2.00,2.50,1.40,1.20,0.70,0.60,1.10,2.00,2.20,2.00,1.80,1.70,1.30,0.80,0.40,0.50,1.30
14.00,14.00,14.00,14.00,14.00,16.00,20.00,22.00,23.00,1.80,1.70,1.70,1.70,1.70,1.80,1.80,1.70,1.70,0.26,0.24,0.23,0.26,0.45,0.76,0.56,0.33,0.30,0.05,0.05,0.05,0.05,0.13,0.22,0.16,0.06,0.05,1.60,1.30,1.20,1.40,2.20,4.20,4.30,2.80,2.10,2.40,2.80,2.70,3.30,9.10,16.00,14.00,7.00,4.50,4.00,4.10,3.90,4.70,11.00,20.00,18.00,9.80,6.60,43.00,41.00,41.00,41.00,31.00,28.00,42.00,56.00,61.00,27.00,20.00,16.00,8.00,8.00,18.00,29.00,43.00,52.00,29.00,16.00,10.00,23.00,27.00,33.00,21.00,32.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,63.00,60.00,57.00,58.00,56.00,44.00,38.00,41.00,0.90,0.80,0.90,1.00,1.10,1.60,1.90,4.10,2.90,1.80,1.80,1.80,1.80,1.90,2.00,1.90,1.80,1.80,116.00,108.00,101.00,97.00,87.00,90.00,292.00,305.00,312.00,119.00,105.00,80.00,82.00,89.00,47.00,293.00,311.00,314.00,2.00,2.50,1.40,1.20,0.70,0.60,1.10,2.00,2.90,2.00,1.80,1.70,1.30,0.80,0.40,0.50,1.30,2.10
14.00,14.00,14.00,14.00,16.00,20.00,22.00,23.00,24.00,1.70,1.70,1.70,1.70,1.80,1.80,1.70,1.70,1.70,0.24,0.23,0.26,0.45,0.76,0.56,0.33,0.30,0.27,0.05,0.05,0.05,0.13,0.22,0.16,0.06,0.05,0.04,1.30,1.20,1.40,2.20,4.20,4.30,2.80,2.10,2.10,2.80,2.70,3.30,9.10,16.00,14.00,7.00,4.50,3.60,4.10,3.90,4.70,11.00,20.00,18.00,9.80,6.60,5.70,41.00,41.00,41.00,31.00,28.00,42.00,56.00,61.00,62.00,20.00,16.00,8.00,8.00,18.00,29.00,43.00,52.00,48.00,16.00,10.00,23.00,27.00,33.00,21.00,32.00,30.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00,60.00,57.00,58.00,56.00,44.00,38.00,41.00,38.00,0.80,0.90,1.00,1.10,1.60,1.90,4.10,2.90,2.20,1.80,1.80,1.80,1.90,2.00,1.90,1.80,1.80,1.80,108.00,101.00,97.00,87.00,90.00,292.00,305.00,312.00,313.00,105.00,80.00,82.00,89.00,47.00,293.00,311.00,314.00,305.00,2.50,1.40,1.20,0.70,0.60,1.10,2.00,2.90,3.20,1.80,1.70,1.30,0.80,0.40,0.50,1.30,2.10,2.10
14.00,14.00,14.00,16.00,20.00,22.00,23.00,24.00,24.00,1.70,1.70,1.70,1.80,1.80,1.70,1.70,1.70,1.70,0.23,0.26,0.45,0.76,0.56,0.33,0.30,0.27,0.26,0.05,0.05,0.13,0.22,0.16,0.06,0.05,0.04,0.04,1.20,1.40,2.20,4.20,4.30,2.80,2.10,2.10,2.00,2.70,3.30,9.10,16.00,14.00,7.00,4.50,3.60,3.90,3.90,4.70,11.00,20.00,18.00,9.80,6.60,5.70,5.90,41.00,41.00,31.00,28.00,42.00,56.00,61.00,62.00,65.00,16.00,8.00,8.00,18.00,29.00,43.00,52.00,48.00,37.00,10.00,23.00,27.00,33.00,21.00,32.00,30.00,36.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,57.00,58.00,56.00,44.00,38.00,41.00,38.00,38.00,0.90,1.00,1.10,1.60,1.90,4.10,2.90,2.20,2.80,1.80,1.80,1.90,2.00,1.90,1.80,1.80,1.80,1.80,101.00,97.00,87.00,90.00,292.00,305.00,312.00,313.00,304.00,80.00,82.00,89.00,47.00,293.00,311.00,314.00,305.00,300.00,1.40,1.20,0.70,0.60,1.10,2.00,2.90,3.20,3.20,1.70,1.30,0.80,0.40,0.50,1.30,2.10,2.10,2.10
14.00,14.00,16.00,20.00,22.00,23.00,24.00,24.00,24.00,1.70,1.70,1.80,1.80,1.70,1.70,1.70,1.70,1.70,0.26,0.45,0.76,0.56,0.33,0.30,0.27,0.26,0.25,0.05,0.13,0.22,0.16,0.06,0.05,0.04,0.04,0.04,1.40,2.20,4.20,4.30,2.80,2.10,2.10,2.00,1.70,3.30,9.10,16.00,14.00,7.00,4.50,3.60,3.90,4.40,4.70,11.00,20.00,18.00,9.80,6.60,5.70,5.90,6.10,41.00,31.00,28.00,42.00,56.00,61.00,62.00,65.00,65.00,8.00,8.00,18.00,29.00,43.00,52.00,48.00,37.00,32.00,23.00,27.00,33.00,21.00,32.00,30.00,36.00,26.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00,58.00,56.00,44.00,38.00,41.00,38.00,38.00,41.00,1.00,1.10,1.60,1.90,4.10,2.90,2.20,2.80,2.60,1.80,1.90,2.00,1.90,1.80,1.80,1.80,1.80,1.80,97.00,87.00,90.00,292.00,305.00,312.00,313.00,304.00,312.00,82.00,89.00,47.00,293.00,311.00,314.00,305.00,300.00,314.00,1.20,0.70,0.60,1.10,2.00,2.90,3.20,3.20,3.60,1.30,0.80,0.40,0.50,1.30,2.10,2.10,2.10,3.10
14.00,16.00,20.00,22.00,23.00,24.00,24.00,24.00,23.00,1.70,1.80,1.80,1.70,1.70,1.70,1.70,1.70,1.70,0.45,0.76,0.56,0.33,0.30,0.27,0.26,0.25,0.24,0.13,0.22,0.16,0.06,0.05,0.04,0.04,0.04,0.03,2.20,4.20,4.30,2.80,2.10,2.10,2.00,1.70,1.70,9.10,16.00,14.00,7.00,4.50,3.60,3.90,4.40,4.20,11.00,20.00,18.00,9.80,6.60,5.70,5.90,6.10,5.90,31.00,28.00,42.00,56.00,61.00,62.00,65.00,65.00,61.00,8.00,18.00,29.00,43.00,52.00,48.00,37.00,32.00,36.00,27.00,33.00,21.00,32.00,30.00,36.00,26.00,21.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,56.00,44.00,38.00,41.00,38.00,38.00,41.00,43.00,1.10,1.60,1.90,4.10,2.90,2.20,2.80,2.60,2.80,1.90,2.00,1.90,1.80,1.80,1.80,1.80,1.80,1.70,87.00,90.00,292.00,305.00,312.00,313.00,304.00,312.00,310.00,89.00,47.00,293.00,311.00,314.00,305.00,300.00,314.00,317.00,0.70,0.60,1.10,2.00,2.90,3.20,3.20,3.60,3.60,0.80,0.40,0.50,1.30,2.10,2.10,2.10,3.10,2.80
16.00,20.00,22.00,23.00,24.00,24.00,24.00,23.00,23.00,1.80,1.80,1.70,1.70,1.70,1.70,1.70,1.70,1.70,0.76,0.56,0.33,0.30,0.27,0.26,0.25,0.24,0.24,0.22,0.16,0.06,0.05,0.04,0.04,0.04,0.03,0.04,4.20,4.30,2.80,2.10,2.10,2.00,1.70,1.70,1.70,16.00,14.00,7.00,4.50,3.60,3.90,4.40,4.20,5.60,20.00,18.00,9.80,6.60,5.70,5.90,6.10,5.90,7.40,28.00,42.00,56.00,61.00,62.00,65.00,65.00,61.00,57.00,18.00,29.00,43.00,52.00,48.00,37.00,32.00,36.00,36.00,33.00,21.00,32.00,30.00,36.00,26.00,21.00,19.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,44.00,38.00,41.00,38.00,38.00,41.00,43.00,46.00,1.60,1.90,4.10,2.90,2.20,2.80,2.60,2.80,3.40,2.00,1.90,1.80,1.80,1.80,1.80,1.80,1.70,1.80,90.00,292.00,305.00,312.00,313.00,304.00,312.00,310.00,307.00,47.00,293.00,311.00,314.00,305.00,300.00,314.00,317.00,306.00,0.60,1.10,2.00,2.90,3.20,3.20,3.60,3.60,3.10,0.40,0.50,1.30,2.10,2.10,2.10,3.10,2.80,2.10
